match_id,batsman_id,batsman_name,bowler_id,bowler_name,runs_scored,balls_faced,runs_conceded,balls_bowled,4s,6s,wickets,gender,venue,date,match_type,wicket_type_1,wicket_type_2
63963,8fb88ee3,MA Butcher,bad31fac,J Srinath,22,34,22,34,3,0,0,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,,
63963,ea42ddb9,ME Trescothick,bad31fac,J Srinath,6,21,7,21,0,0,1,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,caught,
63963,8fb88ee3,MA Butcher,725529bc,SC Ganguly,21,28,21,28,3,0,0,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,,
63963,ea42ddb9,ME Trescothick,725529bc,SC Ganguly,10,21,10,21,1,0,0,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,,
63963,f76ffa81,N Hussain,725529bc,SC Ganguly,10,12,11,11,2,0,0,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,,
63963,f76ffa81,N Hussain,bad31fac,J Srinath,12,15,12,15,1,1,1,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,caught,
63963,f76ffa81,N Hussain,0c2730df,A Kumble,12,28,12,28,1,0,0,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,,
63963,8fb88ee3,MA Butcher,0c2730df,A Kumble,4,8,4,8,0,0,0,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,,
63963,f76ffa81,N Hussain,8b5b6769,Harbhajan Singh,8,8,8,8,1,0,0,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,,
63963,8fb88ee3,MA Butcher,8b5b6769,Harbhajan Singh,3,6,3,6,0,0,1,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,run out,
63963,6e1b1ec0,MP Vaughan,8b5b6769,Harbhajan Singh,19,45,20,44,2,0,0,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,,
63963,6e1b1ec0,MP Vaughan,0c2730df,A Kumble,16,27,16,27,2,0,0,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,,
63963,6e1b1ec0,MP Vaughan,b6cd714f,Sarandeep Singh,5,31,5,31,0,0,1,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,handled the ball,
63963,f76ffa81,N Hussain,b6cd714f,Sarandeep Singh,1,1,2,0,0,0,0,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,,
63963,6e1b1ec0,MP Vaughan,bad31fac,J Srinath,14,26,15,26,3,0,0,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,,
63963,4bd33839,MR Ramprakash,bad31fac,J Srinath,13,33,15,33,2,0,0,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,,
63963,4bd33839,MR Ramprakash,0c2730df,A Kumble,9,21,14,21,1,0,0,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,,
63963,4bd33839,MR Ramprakash,8b5b6769,Harbhajan Singh,9,38,9,38,0,0,0,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,,
63963,4bd33839,MR Ramprakash,b6cd714f,Sarandeep Singh,18,32,18,32,2,0,1,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,caught,
63963,6e1b1ec0,MP Vaughan,d2c2b2d5,SR Tendulkar,10,9,10,9,1,0,0,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,,
63963,4bd33839,MR Ramprakash,d2c2b2d5,SR Tendulkar,9,9,9,9,0,0,0,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,,
63963,ddc0828d,A Flintoff,b6cd714f,Sarandeep Singh,0,4,0,4,0,0,1,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,caught,
63963,f44af07f,C White,b6cd714f,Sarandeep Singh,11,20,11,20,2,0,0,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,,
63963,f44af07f,C White,bad31fac,J Srinath,4,17,4,17,0,0,1,male,"M Chinnaswamy Stadium, Bangalore",2001-12-19,Test,caught,
